0,34.9504255,51.3986017,4.282956873,0,-25.3797004,35.88886696,0,0
0,34.9504255,52.25267083,4.034614015,0,-19.89117845,39.51717102,0,0
0,34.9504255,52.45659725,9.443986954,0,-22.26897859,37.54501748,0,0
0,34.9504255,55.90920877,22.58868097,0,-31.39597014,33.61892049,0,0
0,34.9504255,52.45659725,9.443986954,0,-22.26897859,37.54501748,0,0
0,34.9504255,55.90920877,22.58868097,0,-31.39597014,33.61892049,0,0
0,34.9504255,52.45659725,9.443986954,0,-22.26897859,37.54501748,0,0
0,34.9504255,55.90920877,22.58868097,0,-31.39597014,33.61892049,0,0
0,34.9504255,52.25267083,4.034614015,0,-19.89117845,39.51717102,0,0
0,34.9504255,51.3986017,4.282956873,0,-25.3797004,35.88886696,0,0
